"sv" "en"
"reses" "raised"
"viftas" "waved"
"fas" "phase"
"akademiker" "academics"
"springande" "running"
"syfta" "aim"
"klivet" "stride"
"paradoxen" "paradox"
"skick" "condition"
"attacker" "attacks"
"sårbara" "vulnerable"
"paralleller" "parallels"
"gränsen" "limit"
"förbehållit" "reserved"
"riksdagspartiers" "parliamentary parties"
"fördömanden" "condemnations"
"reträtt" "retreat"
"överdriva" "overstate"
"tonläge" "tone"
"förtjänar" "deserves"
"bundit" "bound"
"riksbankschefen" "Governor"
"våldsamma" "violent"
"interpellanter" "interpellanter"
"skruvar" "screws"
"tonläget" "tone"
"tvärsäker" "cocksure"
"unionens" "Union"
"beslutsutrymme" "autonomy"
"ordnar" "ready"
"samverkanspartner" "cooperation partners"
"överse" "condone"
"förlöpning" "a scratch"
"riksdagspartiernas" "parliamentary party"
"akademiska" "academic"
"vänsterpolitiker" "left politicians"
"chocker" "shocks"
"framkallar" "induces"
"störningar" "disorders"
"jämför" "compare"
"new" "New"
"england" "England"
"texas" "Texas"
"kalifornien" "California"
"begreppet" "term"
"grunder" "bases"
"tyska" "German"
"bundesbank" "Bundesbank"
"omvända" "reverse"
"roller" "Roller"
"tyskarna" "Germans"
"tveksamma" "doubtful"
"delaktighet" "participation"
"utomstående" "outsider"
"bedömare" "assessor"
"placerare" "investors"
"dömda" "convicted"
"antydde" "implied"
"grundlagsbeslut" "constitutional order"
"smitväg" "smitväg"
"bekänna" "confess"
"färg" "color"
"önskvärdheten" "desirability"
"tilltro" "trust"
"ekonomkåren" "economist Corps"
"argumentation" "argumentation"
"martin" "martin"
"erfarenhet" "experience"
"penningpolitik" "monetary policy"
"riktat" "directed"
"inbyggd" "built"
"sören_wibe" "Sören Wibe"
"platsa" "rangeb"
"efterlysa" "call"
"magen" "stomach"
"uttryckte" "expressed"
"otydligt" "unclear"
"demokrat" "Democrat"
"avsåg" "related"
"dunkelt" "obscurely"
"beröm" "praise"
"initierat" "initiated"
"försvars" "defense"
"säkerhetspolitisk" "security policy"
"saknat" "missed"
"kritiserad" "Criticised"
"missförståndet" "the misunderstanding"
"parlamentariska" "Parliamentary"
"försvarsberedning" "defense preparation"
"sammanträdena" "meetings"
"varm" "warm"
"tele" "telecommunications"
"järnvägarna" "railways"
"pådrivande" "driving"
"utvecklande" "developing"
"sex" "six"
"industriminister" "industry Minister"
"tes" "thesis"
"hårda" "hard"
"beslutna" "determined"
"försvar" "defense"
"bibehålla" "maintain"
"alliansfrihet" "nonalignment"
"flygvapen" "air force"
"förbättrats" "improved"
"militär" "military"
"hotbild" "threat"
"framställa" "produce"
"kontrakt" "contract"
"tecknats" "signed"
"anskaffa" "procure"
"förbrukat" "expended"
"hamn" "port"
"divisionen" "division"
"operativ" "operational"
"kortsiktigt" "short term"
"närområde" "neighborhood"
"materiel" "equipment"
"orkar" "bothered"
"lura" "fool"
"genväg" "shortcut"
"integrerad" "integrated"
"uppfattas" "perceived"
"omgivningen" "surroundings"
"trasslar" "tangling"
"populistisk" "populist"
"sörja" "pine"
"sårbar" "vulnerable"
"linje" "line"
"svika" "disappoint"
"ärligt" "honestly"
"resas" "pitched"
"visioner" "visions"
"binda" "bind"
"finansdepartementets" "Treasury"
"tidpunkt" "time"
"moget" "mature"
"värdera" "evaluate"
"kritiserar" "criticize"
"amerikanska" "US"
"basera" "base"
"handikapp" "disability"
"valutaunionen" "Monetary Union"
"levnadsnivå" "standard of living"
"siktar" "sieves"
"styrformerna" "Governance"
"riksbanksfullmäktige" "General Council"
"tillmäta" "to measure"
"bit" "bit"
"tvekande" "hesitant"
"fäste" "attachment"
"avgett" "delivered"
"förbehåll" "reservation"
"hämtad" "Retrieved"
"försvarsområdet" "defense"
"motsätter" "opposes"
"förbehåller" "reserves"
"försvarssamarbete" "defense cooperation"
"moderate" "moderate"
"europaministern" "Minister for European Affairs"
"dinkelspiel" "Dinkelspiel"
"framväxande" "emerging"
"väger" "weighs"
"folkomröstningskampanj" "referendum campaign"
"skaffar" "provides"
"förakt" "contempt"
"umgänge" "intercourse"
"tidtabellen" "schedule"
"återinförde" "reinstated"
"antytt" "hinted"
"högkonjunktur" "boom"
"bytesbalans" "current account"
"långivare" "lender"
"återbetalas" "refunded"
"växelkursen" "exchange rate"
"depreciering" "depreciation"
"förluster" "loss"
"ökningen" "increase"
"bryta" "break"
"skapar" "creates"
"starkare" "stronger"
"återger" "represents"
"låntagare" "borrower"
"räkenskaperna" "accounts"
"upplåningen" "borrowing"
"bedrivas" "run"
"avhänt" "arrogated"
"oönskad" "undesirable"
"dold" "hidden"
"upplåning" "borrowing"
"utnyttjades" "utilized"
"fluktuationer" "fluctuations"
"avskaffa" "abolish"
"riksgäldskontorets" "National Debt Office"
"kontokrediten" "overdraft facility"
"sköter" "manages"
"tillfälliga" "temporary"
"företrädesvis" "preferably"
"banker" "banks"
"koppling" "coupling"
"betalningssystemet" "payment"
"penningpolitiska" "monetary policy"
"medförde" "resulted"
"pensionsutbetalningar" "pension payments"
"likviditet" "liquidity"
"banksystemet" "banking system"
"finansierades" "funded"
"påverkades" "affected"
"likviditeten" "liquidity"
"penningpolitiskt" "monetary policy"
"prognostisera" "prognose"
"neutralisera" "neutralize"
"betalningar" "payments"
"minskade" "decreased"
"operationer" "operations"
"bidrog" "contributed"
"effektivare" "effective"
"betalningssystem" "payment"
"rollfördelning" "roles"
"bestämdes" "determined"
"förfarande" "procedure"
"finansierade" "funded"
"vardagligt" "everyday"
"betalades" "paid"
"sedelpressarna" "printing presses"
"åstundar" "desires"
"trovärdighet" "credibility"
"prisutveckling" "price trend"
"kronkurs" "krona"
"lagändring" "legislative change"
"förbjuder" "prohibiting"
"euanpassningen" "euanpassningen"
"avhänder" "disposing"
"underbalansera" "the balance"
"traditionell" "traditional"
"stabiliserings" "Stabilisation"
"konjunkturpolitik" "economic policies"
"anslöt" "joined"
"förnekades" "denied"
"suveräna" "sovereign"
"likvida" "liquid"
"nnnnnn" "nnnnnn"
"cash" "cash"
"management" "management"
"placera" "place"
"överskottslikviditet" "excess liquidity"
"restriktioner" "restrictions"
"moderatledda" "moderate led"
"klarsignal" "clear signal"
"reguljär" "regular"
"erhöll" "obtained"
"registrerades" "data"
"lånade" "loaned"
"avskrev" "waived"
"fusk" "cheating"
"populärt" "popularly"
"sedlar" "bills"
"bråkdel" "fraction"
"transaktionerna" "transactions"
"elektroniska" "electronic"
"värld" "world"
"tysklands" "Germany"
"okontrollerbara" "uncontrollable"
"världskriget" "World"
"inställa" "adjust"
"veterligt" "it known"
"förde" "out"
"tillåtas" "allowed"
"last" "load"
"anställa" "hire"
"vårdpersonal" "health professionals"
"rusta" "equip"
"kretsloppssamhället" "recycling society"
"agenda" "agenda"
"lantbruksuniversitet" "University of agricultural Sciences"
"värdefulla" "valuable"
"byggts" "converted"
"garpenberg" "Garpenberg"
"slu" "SLU"
"resursbas" "resource"
"areella_näringarna" "agricultural industries"
"monetärt" "monetarily"
"komplement" "complement"
"suverän" "sovereign"
"arsenal" "arsenal"
"förstånd" "understanding"
"överlikviditet" "excess liquidity"
"protestera" "protest"
"motionsvägen" "Motionsvägen"
"riksbankslagen" "Riksbank Act"
"föreslås" "proposed"
"underkasta" "subjecting"
"strikta" "strict"
"interpellationsdebatten" "interpellation debate"
"tvingar" "forcing"
"livsfarligt" "dangerous"
"förnuft" "sense"
"gladare" "happier"
"förnuftigt" "reasonable"
"skapade" "created"
"tulipanaros" "squaring"
"sinnevärlden" "material world"
"skuldsatt" "indebted"
"stänger" "closing"
"avstår" "refrains"
"svaja" "swing"
"allmänt" "generally"
"luddigt" "sketchy"
"europeiskt" "European"
"chock" "shock"
"integrerade" "integrated"
"obalanser" "imbalances"
"ekonomier" "economies"
"antyda" "suggest"
"sedelpress" "printing press"
"premie" "premium"
"knäcka" "crack"
"konjunkturuppgång" "upswing"
"riskerna" "risks"
"ordination" "prescription"
"finanspolitisk" "fiscal"
"myter" "myths"
"sprids" "spreads"
"anförde" "stated"
"hemska" "horrible"
"sansad" "sober"
"gyllene" "golden"
"skogar" "forests"
"ramla" "fall"
"sidans" "web"
"uppträder" "occur"
"vanrykte" "disrepute"
"reaktion" "reaction"
"skaffade" "bought"
"förklaring" "explanation"
"staterna" "States"
"återställa" "restore"
"mena" "mean"
"sneglar" "Ogle"
"ryckiga" "jerky"
"underbyggda" "substantiated"
"lista" "list"
"jämställa" "equate"
"styrs" "controlled"
"markeringar" "markings"
"undantagsfall" "exceptionally"
"överskott" "excess"
"bytesbalansen" "current account"
"utländsk" "foreign"
"kronans" "crown"
"underfinansierad" "underfunded"
"respekterar" "respecting"
"självförtroendet" "self confidence"
"självförtroende" "confidence"
"tillämpade" "applied"
"jorden" "earth"
"tappade" "lost"
"jämlikhet" "equality"
"välfärdspolitik" "welfare policy"
"stolta" "proud"
"vinna" "win"
"stolthet" "pride"
"urstarka" "super strong"
"hemligheten" "secret"
"sparade" "saved"
"tillgångar" "assets"
"pensionsfonderna" "pension funds"
"förbytts" "transformed"
"motsats" "contrast"
"verklighetens" "real"
"lånar" "borrows"
"värdering" "valuation"
"marknaderna" "markets"
"marknadsaktörer" "market"
"förvirrat" "confused"
"elementära" "elementary"
"balansen" "balance"
"storlek" "size"
"näringslivets" "business"
"balanserna" "balances"
"ny_ekonomisk_världsordning" "new world economic order"
"tufft" "tough"
"real" "real"
"oerhörd" "enormous"
"skattesystemet" "the tax"
"upprätthöll" "maintained"
"kapitalet" "capital"
"släppte" "released"
"inflationsekonomi" "inflationary economy"
"avhända" "dispose"
"kloka" "wise"
"ekonom" "economist"
"sociologi" "sociology"
"ekonomerna" "economists"
"nytänkande" "rethinking"
"prestera" "perform"
"fundera" "think"
"färre" "fewer"
"arbetade" "worked"
"ödesdigert" "fatal"
"förbjuda" "prohibit"
"föregångsland" "leading country"
"livsfarlig" "deadly"
"framhärda" "persevere"
"liknar" "similar"
"kollega" "colleague"
"esse" "esse"
"fungerande" "functioning"
"valutasystem" "currency system"
"debatterats" "debated"
"intensivt" "intensively"
"kännetecknas" "characterized"
"valutor" "currencies"
"flyta" "float"
"sinsemellan" "between themselves"
"godta" "accept"
"inskränkningar" "restrictions"
"oberoendet" "independence"
"fastare" "firm"
"knyta" "tie"
"variant" "variant"
"globalt" "global"
"växelkurser" "exchange rates"
"viljan" "will"
"saknas" "missing"
"huvudsakliga" "main"
"föregås" "preceded"
"möjlig" "Possible"
"valutastabilitet" "currency stability"
"globala" "global"
"inriktad" "oriented"
"avsevärt" "considerably"
"avskärma" "screening"
"lugnare" "calmer"
"världsekonomi" "World Economy"
"ansträngningarna" "efforts"
"ansvarsfull" "responsible"
"stabilare" "stable"
"valutaoro" "currency instability"
"imf" "imf"
"sammanslutningar" "associations"
"övervakning" "monitoring"
"förmå" "induce"
"framkommer" "reveals"
"utfall" "Result"
"förstärks" "amplified"
"valutaområdet" "currency area"
"huvudbudskap" "main message"
"effektivt" "effective"
"multilateralt" "multilaterally"
"världsekonomins" "the world economy"
"valutafonden" "Monetary Fund"
"utvecklat" "developed"
"enades" "agreed"
"washington" "washington"
"häromveckan" "other week"
"fokusera" "focus"
"övervägas" "considered"
"öppenheten" "transparency"
"offentliggör" "publishes"
"granskningen" "audit"
"påtryckningar" "pressure"
"insatsen" "insert"
"övervärderad" "overvalued"
"huvudproblem" "the main problems"
"perioder" "periods"
"snedvridningar" "distortions"
"ifrågavarande" "issue"
"lämpliga" "suitable"
"marknadernas" "markets"
"nyttig" "useful"
"sparande" "saving"
"diversifiering" "diversification"
"präglats" "characterized"
"volymökningen" "volume increase"
"placerat" "placed"
"förståelsen" "understanding"
"moderna" "modern"
"exceptionella" "exceptional"
"svängningar" "fluctuations"
"klarläggs" "clarified"
"transparens" "transparency"
"förstärkta" "amplified"
"tålmodigt" "patiently"
"trollslag" "magic"
"öppen" "open"
"multilaterala" "multilateral"
"huvudinriktningen" "thrust"
"materielbeställningar" "stock orders"
"rådde" "prevailed"
"alliansfritt" "nonaligned"
"hotbilder" "threats"
"ramlar" "falling"
"framförhållning" "foresight"
"försvarsindustrin" "defense industry"
"tidtabell" "schedule"
"målat" "malate"
"realistiska" "realistic"
"papper" "paper"
"försvarsbeslutet" "the defense"
"äventyr" "adventure"
"gallerierna" "the galleries"
"rättfärdig" "righteous"
"världsordning" "world order"
"thorsson" "Thorsson"
"miljökonferensen" "environmental conference"
"uppföljningen" "monitoring"
"rio" "rio"
"underrättad" "informed"
"ambassadör" "ambassador"
"göte" "Gothenburgers"
"svenssons" "Svensson"
"tålmodiga" "patient"
"iländer" "developed countries"
"förtjänst" "earnings"
"riokonferensen" "Rio Conference"
"centerledda" "center led"
"fullföljde" "completed"
"framgångsrikt" "successfully"
"konferensen" "Conference"
"tänkandet" "thinking"
"riomötet" "Rio Summit"
"vagt" "vaguely"
"världens" "world"
"termer" "terms"
"bnp" "gdp"
"miljöminister" "Environment Minister"
"görel_thurdins" "Görel thurdins"
"initiativen" "initiatives"
"innehar" "hold"
"poster" "items"
"världsbanken" "world Bank"
"världsbankens" "world Bank"
"data" "data"
"decenniet" "decade"
"kalkylerar" "calculate"
"inkomsterna" "earnings"
"befolkning" "population"
"rikast" "richest"
"fattigast" "the poorest"
"mänskligheten" "humanity"
"fattiga" "the poor"
"ägnar" "dedicated"
"strukturerna" "structures"
"grymma" "cruel"
"strukturanpassningsprogram" "structural adjustment programs"
"ovanifrån" "from above"
"regeringarna" "governments"
"fattigdom" "poverty"
"raka" "straight"
"biståndsmål" "development assistance"
"konkretion" "concreteness"
"arbetsgrupper" "working"
"nobelpristagaren" "Nobel laureate"
"tygla" "curb"
"valutamarknaden" "currency market"
"friktionen" "friction"
"förslagsvis" "tentatively"
"fattigare" "poorer"
"undervisningen" "teaching"
"siffrorna" "figures"
"anför" "confided"
"störde" "disturbed"
"ländernas" "countries"
"trycket" "pressure"
"orättvis" "unfair"
"upplevelse" "experience"
"potential" "potential"
"ordets" "word"
"språng" "leap"
"menas" "means"
"marknadsekonomin" "market economy"
"möta" "meet"
"rationellt" "rationally"
"utvecklade" "oral"
"klotet" "sphere"
"årtiondena" "decades"
"energiproduktion" "energy"
"transportlösningar" "transport"
"produktionsmetoder" "production methods"
"råvaror" "Raw"
"återanvända" "recycle"
"forskningsinstitutioner" "research institutions"
"materialiseras" "materialize"
"intressantaste" "most interesting"
"utmaningar" "challenges"
"antyds" "implied"
"skatteinstrumentet" "tax instrument"
"utlandsberoende" "foreign dependence"
"miljöskadligt" "environmentally harmful"
"miljöpolitiska" "environmental policy"
"miljöstörande" "environmentally"
"företeelser" "phenomena"
"målsättningen" "objective"
"statsfinansiell" "fiscal"
"nilssons" "Nilsson"
"riktningen" "direction"
"frågade" "asked"
"överblickar" "overviews"
"övertro" "overconfidence"
"klassiska" "classic"
"organen" "means"
"relationerna" "relations"
"potentialen" "potential"
"ansvarsfullt" "responsibly"
"handläggs" "dealt"
"skatteväxlingen" "tax shift"
"belastning" "loading"
"minskat" "reduced"
"energin" "energy"
"ramarna" "frames"
"friktion" "friction"
"pratat" "talked"
"formulerade" "formulated"
"linjen" "line"
"konferenser" "conferences"
"uppehöll" "dwelt"
"tobin" "tobin"
"valutatransaktioner" "currency transactions"
"bryter" "Breaking"
"handfull" "handful"
"centra" "centers"
"sympati" "sympathy"
"hanterbart" "manageable"
"ingång" "entrance"
"meningsutbyte" "exchange"
"genomskinlighet" "transparency"
"enorma" "huge"
"transparensen" "transparency"
"aktier" "shares"
"motsvarighet" "equivalent"
"revolutionerande" "revolutionary"
"isolerat" "isolated"
"hjärtat" "heart"
"fora" "forum"
"inflytelserika" "influential"
"positioner" "positions"
"försäkran" "assurance"
"analyserade" "analyzed"
"framväxt" "emergence"
"undp" "UNDP"
"motarbetat" "opposed"
"strukturanpassningsprogrammen" "SAPs"
"smala" "narrow"
"nyliberala" "neoliberal"
"analysen" "analysis"
"industriländernas" "industrial countries"
"trånga" "narrow"
"mallar" "templates"
"bytte" "changed"
"bejakar" "affirms"
"tät" "close"
"väv" "fabric"
"fredlig" "peaceful"
"privilegier" "privileges"
"olof_palmes" "Olof Palme"
"död" "death"
"återuppta" "resume"
"strunta" "ignore"
